2026-02-08 21:46:22.328 | INFO     | src.rwaengine.utils.portfolio_loader:_load_portfolios:34 - Loaded portfolio definitions from portfolios.json
2026-02-08 21:48:17.061 | SUCCESS  | src.rwaengine.strategy.generators.ml_predictor:generate_views:126 - Generated 0 views from ML models.
2026-02-08 21:48:17.061 | INFO     | src.rwaengine.core.engine:__init__:26 - Computing Covariance Matrix (Ledoit-Wolf)...
2026-02-08 21:48:17.063 | INFO     | src.rwaengine.core.engine:run_optimization:42 - Calculating Market Implied Returns (Prior)...
2026-02-08 21:48:17.063 | INFO     | src.rwaengine.core.engine:run_optimization:52 - Market Implied Risk Aversion (Delta): 2.5000
2026-02-08 21:48:17.063 | WARNING  | src.rwaengine.core.engine:run_optimization:62 - No views provided. Fallback to Market Prior.
2026-02-08 21:48:17.063 | INFO     | src.rwaengine.core.engine:run_optimization:85 - Optimizing Portfolio Weights (Max Sharpe)...
2026-02-08 21:48:17.068 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:48:17.069 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 5.00%
2026-02-08 21:48:17.074 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:48:17.075 | WARNING  | src.rwaengine.execution.risk_manager:apply_guardrails:53 - Capping concentrated positions: ['AAPL']
2026-02-08 21:48:17.076 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 19.62%
2026-02-08 21:48:17.078 | INFO     | src.rwaengine.strategy.factory:get_generator:27 - Initializing Strategy Engine: Mode=ML
2026-02-08 21:48:17.078 | INFO     | src.rwaengine.strategy.generators.ml_predictor:generate_views:64 - Training Linear Regression models for 7 assets...
2026-02-08 21:48:17.110 | SUCCESS  | src.rwaengine.strategy.generators.ml_predictor:generate_views:126 - Generated 0 views from ML models.
2026-02-08 21:48:17.111 | INFO     | src.rwaengine.core.engine:__init__:26 - Computing Covariance Matrix (Ledoit-Wolf)...
2026-02-08 21:48:17.112 | INFO     | src.rwaengine.core.engine:run_optimization:42 - Calculating Market Implied Returns (Prior)...
2026-02-08 21:48:17.113 | INFO     | src.rwaengine.core.engine:run_optimization:52 - Market Implied Risk Aversion (Delta): 2.5000
2026-02-08 21:48:17.113 | WARNING  | src.rwaengine.core.engine:run_optimization:62 - No views provided. Fallback to Market Prior.
2026-02-08 21:48:17.113 | INFO     | src.rwaengine.core.engine:run_optimization:85 - Optimizing Portfolio Weights (Max Sharpe)...
2026-02-08 21:48:17.116 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:48:17.117 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 5.00%
2026-02-08 21:48:17.124 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:48:17.125 | WARNING  | src.rwaengine.execution.risk_manager:apply_guardrails:53 - Capping concentrated positions: ['AAPL']
2026-02-08 21:48:17.126 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 43.13%
2026-02-08 21:48:17.127 | INFO     | src.rwaengine.strategy.factory:get_generator:27 - Initializing Strategy Engine: Mode=ML
2026-02-08 21:48:17.127 | INFO     | src.rwaengine.strategy.generators.ml_predictor:generate_views:64 - Training Linear Regression models for 7 assets...
2026-02-08 21:48:17.161 | SUCCESS  | src.rwaengine.strategy.generators.ml_predictor:generate_views:126 - Generated 0 views from ML models.
2026-02-08 21:48:17.161 | INFO     | src.rwaengine.core.engine:__init__:26 - Computing Covariance Matrix (Ledoit-Wolf)...
2026-02-08 21:48:17.163 | INFO     | src.rwaengine.core.engine:run_optimization:42 - Calculating Market Implied Returns (Prior)...
2026-02-08 21:48:17.163 | INFO     | src.rwaengine.core.engine:run_optimization:52 - Market Implied Risk Aversion (Delta): 2.5000
2026-02-08 21:48:17.164 | WARNING  | src.rwaengine.core.engine:run_optimization:62 - No views provided. Fallback to Market Prior.
2026-02-08 21:48:17.164 | INFO     | src.rwaengine.core.engine:run_optimization:85 - Optimizing Portfolio Weights (Max Sharpe)...
2026-02-08 21:48:17.168 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:48:17.169 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 5.00%
2026-02-08 21:48:17.174 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:48:17.176 | WARNING  | src.rwaengine.execution.risk_manager:apply_guardrails:53 - Capping concentrated positions: ['AAPL', 'TSLA']
2026-02-08 21:48:17.177 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 27.82%
2026-02-08 21:48:17.178 | INFO     | src.rwaengine.strategy.factory:get_generator:27 - Initializing Strategy Engine: Mode=ML
2026-02-08 21:48:17.178 | INFO     | src.rwaengine.strategy.generators.ml_predictor:generate_views:64 - Training Linear Regression models for 7 assets...
2026-02-08 21:48:17.210 | SUCCESS  | src.rwaengine.strategy.generators.ml_predictor:generate_views:126 - Generated 0 views from ML models.
2026-02-08 21:48:17.212 | INFO     | src.rwaengine.core.engine:__init__:26 - Computing Covariance Matrix (Ledoit-Wolf)...
2026-02-08 21:48:17.213 | INFO     | src.rwaengine.core.engine:run_optimization:42 - Calculating Market Implied Returns (Prior)...
2026-02-08 21:48:17.214 | INFO     | src.rwaengine.core.engine:run_optimization:52 - Market Implied Risk Aversion (Delta): 2.5000
2026-02-08 21:48:17.214 | WARNING  | src.rwaengine.core.engine:run_optimization:62 - No views provided. Fallback to Market Prior.
2026-02-08 21:48:17.214 | INFO     | src.rwaengine.core.engine:run_optimization:85 - Optimizing Portfolio Weights (Max Sharpe)...
2026-02-08 21:48:17.218 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:48:17.219 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 5.00%
2026-02-08 21:48:17.226 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:48:17.226 | WARNING  | src.rwaengine.execution.risk_manager:apply_guardrails:53 - Capping concentrated positions: ['META', 'TSLA']
2026-02-08 21:48:17.228 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 40.00%
2026-02-08 21:48:17.230 | INFO     | src.rwaengine.strategy.factory:get_generator:27 - Initializing Strategy Engine: Mode=ML
2026-02-08 21:48:17.230 | INFO     | src.rwaengine.strategy.generators.ml_predictor:generate_views:64 - Training Linear Regression models for 7 assets...
2026-02-08 21:48:17.263 | SUCCESS  | src.rwaengine.strategy.generators.ml_predictor:generate_views:126 - Generated 0 views from ML models.
2026-02-08 21:48:17.263 | INFO     | src.rwaengine.core.engine:__init__:26 - Computing Covariance Matrix (Ledoit-Wolf)...
2026-02-08 21:48:17.265 | INFO     | src.rwaengine.core.engine:run_optimization:42 - Calculating Market Implied Returns (Prior)...
2026-02-08 21:48:17.265 | INFO     | src.rwaengine.core.engine:run_optimization:52 - Market Implied Risk Aversion (Delta): 2.5000
2026-02-08 21:48:17.265 | WARNING  | src.rwaengine.core.engine:run_optimization:62 - No views provided. Fallback to Market Prior.
2026-02-08 21:48:17.265 | INFO     | src.rwaengine.core.engine:run_optimization:85 - Optimizing Portfolio Weights (Max Sharpe)...
2026-02-08 21:48:17.269 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:48:17.270 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 5.00%
2026-02-08 21:48:17.276 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:48:17.277 | WARNING  | src.rwaengine.execution.risk_manager:apply_guardrails:53 - Capping concentrated positions: ['META', 'TSLA']
2026-02-08 21:48:17.278 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 40.00%
2026-02-08 21:48:17.280 | INFO     | src.rwaengine.strategy.factory:get_generator:27 - Initializing Strategy Engine: Mode=ML
2026-02-08 21:48:17.280 | INFO     | src.rwaengine.strategy.generators.ml_predictor:generate_views:64 - Training Linear Regression models for 7 assets...
2026-02-08 21:48:17.312 | SUCCESS  | src.rwaengine.strategy.generators.ml_predictor:generate_views:126 - Generated 0 views from ML models.
2026-02-08 21:48:17.312 | INFO     | src.rwaengine.core.engine:__init__:26 - Computing Covariance Matrix (Ledoit-Wolf)...
2026-02-08 21:48:17.314 | INFO     | src.rwaengine.core.engine:run_optimization:42 - Calculating Market Implied Returns (Prior)...
2026-02-08 21:48:17.314 | INFO     | src.rwaengine.core.engine:run_optimization:52 - Market Implied Risk Aversion (Delta): 2.5000
2026-02-08 21:48:17.314 | WARNING  | src.rwaengine.core.engine:run_optimization:62 - No views provided. Fallback to Market Prior.
2026-02-08 21:48:17.314 | INFO     | src.rwaengine.core.engine:run_optimization:85 - Optimizing Portfolio Weights (Max Sharpe)...
2026-02-08 21:48:17.318 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:48:17.320 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 5.00%
2026-02-08 21:48:17.326 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:48:17.328 | WARNING  | src.rwaengine.execution.risk_manager:apply_guardrails:53 - Capping concentrated positions: ['META']
2026-02-08 21:48:17.328 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 70.00%
2026-02-08 21:48:17.330 | INFO     | src.rwaengine.strategy.factory:get_generator:27 - Initializing Strategy Engine: Mode=ML
2026-02-08 21:48:17.330 | INFO     | src.rwaengine.strategy.generators.ml_predictor:generate_views:64 - Training Linear Regression models for 7 assets...
2026-02-08 21:48:17.361 | SUCCESS  | src.rwaengine.strategy.generators.ml_predictor:generate_views:126 - Generated 0 views from ML models.
2026-02-08 21:48:17.362 | INFO     | src.rwaengine.core.engine:__init__:26 - Computing Covariance Matrix (Ledoit-Wolf)...
2026-02-08 21:48:17.363 | INFO     | src.rwaengine.core.engine:run_optimization:42 - Calculating Market Implied Returns (Prior)...
2026-02-08 21:48:17.364 | INFO     | src.rwaengine.core.engine:run_optimization:52 - Market Implied Risk Aversion (Delta): 2.5000
2026-02-08 21:48:17.364 | WARNING  | src.rwaengine.core.engine:run_optimization:62 - No views provided. Fallback to Market Prior.
2026-02-08 21:48:17.364 | INFO     | src.rwaengine.core.engine:run_optimization:85 - Optimizing Portfolio Weights (Max Sharpe)...
2026-02-08 21:48:17.368 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:48:17.369 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 5.00%
2026-02-08 21:48:17.376 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:48:17.377 | WARNING  | src.rwaengine.execution.risk_manager:apply_guardrails:53 - Capping concentrated positions: ['META']
2026-02-08 21:48:17.377 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 54.70%
2026-02-08 21:48:17.380 | INFO     | src.rwaengine.strategy.factory:get_generator:27 - Initializing Strategy Engine: Mode=ML
2026-02-08 21:48:17.380 | INFO     | src.rwaengine.strategy.generators.ml_predictor:generate_views:64 - Training Linear Regression models for 7 assets...
2026-02-08 21:48:17.412 | SUCCESS  | src.rwaengine.strategy.generators.ml_predictor:generate_views:126 - Generated 0 views from ML models.
2026-02-08 21:48:17.412 | INFO     | src.rwaengine.core.engine:__init__:26 - Computing Covariance Matrix (Ledoit-Wolf)...
2026-02-08 21:48:17.414 | INFO     | src.rwaengine.core.engine:run_optimization:42 - Calculating Market Implied Returns (Prior)...
2026-02-08 21:48:17.414 | INFO     | src.rwaengine.core.engine:run_optimization:52 - Market Implied Risk Aversion (Delta): 2.5000
2026-02-08 21:48:17.414 | WARNING  | src.rwaengine.core.engine:run_optimization:62 - No views provided. Fallback to Market Prior.
2026-02-08 21:48:17.415 | INFO     | src.rwaengine.core.engine:run_optimization:85 - Optimizing Portfolio Weights (Max Sharpe)...
2026-02-08 21:48:17.418 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:48:17.419 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 5.00%
2026-02-08 21:48:17.426 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:48:17.427 | WARNING  | src.rwaengine.execution.risk_manager:apply_guardrails:53 - Capping concentrated positions: ['GOOGL']
2026-02-08 21:48:17.427 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 41.39%
2026-02-08 21:48:17.429 | INFO     | src.rwaengine.analysis.backtester:run:70 - 📅 Step 2025-09-17: Rebalanced.
2026-02-08 21:48:17.429 | INFO     | src.rwaengine.strategy.factory:get_generator:27 - Initializing Strategy Engine: Mode=ML
2026-02-08 21:48:17.429 | INFO     | src.rwaengine.strategy.generators.ml_predictor:generate_views:64 - Training Linear Regression models for 7 assets...
2026-02-08 21:48:17.462 | SUCCESS  | src.rwaengine.strategy.generators.ml_predictor:generate_views:126 - Generated 0 views from ML models.
2026-02-08 21:48:17.462 | INFO     | src.rwaengine.core.engine:__init__:26 - Computing Covariance Matrix (Ledoit-Wolf)...
2026-02-08 21:48:17.464 | INFO     | src.rwaengine.core.engine:run_optimization:42 - Calculating Market Implied Returns (Prior)...
2026-02-08 21:48:17.464 | INFO     | src.rwaengine.core.engine:run_optimization:52 - Market Implied Risk Aversion (Delta): 2.5000
2026-02-08 21:48:17.464 | WARNING  | src.rwaengine.core.engine:run_optimization:62 - No views provided. Fallback to Market Prior.
2026-02-08 21:48:17.465 | INFO     | src.rwaengine.core.engine:run_optimization:85 - Optimizing Portfolio Weights (Max Sharpe)...
2026-02-08 21:48:17.468 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:48:17.469 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 5.00%
2026-02-08 21:48:17.474 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:48:17.476 | WARNING  | src.rwaengine.execution.risk_manager:apply_guardrails:53 - Capping concentrated positions: ['GOOGL']
2026-02-08 21:48:17.476 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 42.30%
2026-02-08 21:48:17.478 | INFO     | src.rwaengine.strategy.factory:get_generator:27 - Initializing Strategy Engine: Mode=ML
2026-02-08 21:48:17.478 | INFO     | src.rwaengine.strategy.generators.ml_predictor:generate_views:64 - Training Linear Regression models for 7 assets...
2026-02-08 21:48:17.509 | SUCCESS  | src.rwaengine.strategy.generators.ml_predictor:generate_views:126 - Generated 0 views from ML models.
2026-02-08 21:48:17.509 | INFO     | src.rwaengine.core.engine:__init__:26 - Computing Covariance Matrix (Ledoit-Wolf)...
2026-02-08 21:48:17.511 | INFO     | src.rwaengine.core.engine:run_optimization:42 - Calculating Market Implied Returns (Prior)...
2026-02-08 21:48:17.511 | INFO     | src.rwaengine.core.engine:run_optimization:52 - Market Implied Risk Aversion (Delta): 2.5000
2026-02-08 21:48:17.511 | WARNING  | src.rwaengine.core.engine:run_optimization:62 - No views provided. Fallback to Market Prior.
2026-02-08 21:48:17.512 | INFO     | src.rwaengine.core.engine:run_optimization:85 - Optimizing Portfolio Weights (Max Sharpe)...
2026-02-08 21:48:17.515 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:48:17.516 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 5.00%
2026-02-08 21:48:17.522 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:48:17.523 | WARNING  | src.rwaengine.execution.risk_manager:apply_guardrails:53 - Capping concentrated positions: ['GOOGL']
2026-02-08 21:48:17.523 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 66.01%
2026-02-08 21:48:17.525 | INFO     | src.rwaengine.strategy.factory:get_generator:27 - Initializing Strategy Engine: Mode=ML
2026-02-08 21:48:17.526 | INFO     | src.rwaengine.strategy.generators.ml_predictor:generate_views:64 - Training Linear Regression models for 7 assets...
2026-02-08 21:48:17.558 | SUCCESS  | src.rwaengine.strategy.generators.ml_predictor:generate_views:126 - Generated 0 views from ML models.
2026-02-08 21:48:17.558 | INFO     | src.rwaengine.core.engine:__init__:26 - Computing Covariance Matrix (Ledoit-Wolf)...
2026-02-08 21:48:17.561 | INFO     | src.rwaengine.core.engine:run_optimization:42 - Calculating Market Implied Returns (Prior)...
2026-02-08 21:48:17.561 | INFO     | src.rwaengine.core.engine:run_optimization:52 - Market Implied Risk Aversion (Delta): 2.5000
2026-02-08 21:48:17.561 | WARNING  | src.rwaengine.core.engine:run_optimization:62 - No views provided. Fallback to Market Prior.
2026-02-08 21:48:17.562 | INFO     | src.rwaengine.core.engine:run_optimization:85 - Optimizing Portfolio Weights (Max Sharpe)...
2026-02-08 21:48:17.565 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:48:17.566 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 5.00%
2026-02-08 21:48:17.572 | INFO     | src.rwaengine.execution.risk_manager:apply_guardrails:34 - 🛡️ Applying Audit Guardrails (V2 - Strict Cap)...
2026-02-08 21:48:17.573 | WARNING  | src.rwaengine.execution.risk_manager:apply_guardrails:53 - Capping concentrated positions: ['GOOGL']
2026-02-08 21:48:17.574 | SUCCESS  | src.rwaengine.execution.risk_manager:apply_guardrails:64 - Risk Check Passed. Final Liquidity (USDC): 70.00%
2026-02-08 21:48:17.578 | INFO     | __main__:main:115 - Computing Benchmarks...
2026-02-08 21:48:17.580 | INFO     | src.rwaengine.analysis.plotter:plot_comparison:35 - 🎨 Generating comparative plot...
2026-02-08 21:48:18.179 | SUCCESS  | src.rwaengine.analysis.plotter:plot_comparison:56 - 📈 Comparison plot saved to comparison_result.png
2026-02-08 21:48:18.179 | INFO     | src.rwaengine.analysis.plotter:plot_allocation_history:64 - 🎨 Generating allocation history plots...
2026-02-08 21:48:18.527 | SUCCESS  | src.rwaengine.analysis.plotter:plot_allocation_history:92 - 📊 Allocation plot saved to allocation_Black-Litterman.png
2026-02-08 21:48:18.907 | SUCCESS  | src.rwaengine.analysis.plotter:plot_allocation_history:92 - 📊 Allocation plot saved to allocation_Markowitz_MV.png
2026-02-08 21:48:18.908 | INFO     | __main__:archive_results:46 - 📦 Archiving results to: outcomes\20260208_214818_mag_seven_3yr_RiskManaged_ML ...
2026-02-08 21:48:31.568 | INFO     | src.rwaengine.utils.portfolio_loader:_load_portfolios:34 - Loaded portfolio definitions from portfolios.json
2026-02-08 21:48:31.568 | INFO     | src.rwaengine.utils.portfolio_loader:get_tickers:55 - Selected Portfolio 'mag_seven': 7 assets
2026-02-08 21:48:31.568 | INFO     | __main__:main:83 - 📡 Fetching Data for [ML] Strategy...
2026-02-08 21:48:31.568 | INFO     | src.rwaengine.data.adapters.yfinance_adapter:fetch_history:24 - Fetching 8 assets (2023-02-09 to 2026-02-08) | Proxy: None
2026-02-08 21:48:32.046 | SUCCESS  | src.rwaengine.data.adapters.yfinance_adapter:fetch_history:59 - Fetched 6008 rows successfully.
2026-02-08 21:48:32.049 | WARNING  | __main__:main:92 - ☢️  RUNNING IN NO-RISK MODE ☢️
2026-02-08 21:48:32.049 | INFO     | src.rwaengine.analysis.backtester:run:24 - ⏳ Starting Multi-Strategy Backtest from 2024-02-12...
2026-02-08 21:48:32.050 | INFO     | src.rwaengine.strategy.factory:get_generator:27 - Initializing Strategy Engine: Mode=ML
2026-02-08 21:48:32.050 | INFO     | src.rwaengine.strategy.generators.ml_predictor:generate_views:64 - Training Linear Regression models for 7 assets...
2026-02-08 21:48:32.083 | SUCCESS  | src.rwaengine.strategy.generators.ml_predictor:generate_views:126 - Generated 0 views from ML models.
2026-02-08 21:48:32.083 | INFO     | src.rwaengine.core.engine:__init__:26 - Computing Covariance Matrix (Ledoit-Wolf)...
2026-02-08 21:48:32.086 | INFO     | src.rwaengine.core.engine:run_optimization:42 - Calculating Market Implied Returns (Prior)...
2026-02-08 21:48:32.086 | INFO     | src.rwaengine.core.engine:run_optimization:52 - Market Implied Risk Aversion (Delta): 2.5000
2026-02-08 21:48:32.086 | WARNING  | src.rwaengine.core.engine:run_optimization:62 - No views provided. Fallback to Market Prior.
2026-02-08 21:48:32.087 | INFO     | src.rwaengine.core.engine:run_optimization:85 - Optimizing Portfolio Weights (Max Sharpe)...
2026-02-08 21:48:32.102 | INFO     | src.rwaengine.analysis.backtester:run:70 - 📅 Step 2024-02-12: Rebalanced.
2026-02-08 21:48:32.102 | INFO     | src.rwaengine.strategy.factory:get_generator:27 - Initializing Strategy Engine: Mode=ML
2026-02-08 21:48:32.102 | INFO     | src.rwaengine.strategy.generators.ml_predictor:generate_views:64 - Training Linear Regression models for 7 assets...
2026-02-08 21:48:32.134 | SUCCESS  | src.rwaengine.strategy.generators.ml_predictor:generate_views:126 - Generated 0 views from ML models.
2026-02-08 21:48:32.134 | INFO     | src.rwaengine.core.engine:__init__:26 - Computing Covariance Matrix (Ledoit-Wolf)...
2026-02-08 21:48:32.136 | INFO     | src.rwaengine.core.engine:run_optimization:42 - Calculating Market Implied Returns (Prior)...
2026-02-08 21:48:32.136 | INFO     | src.rwaengine.core.engine:run_optimization:52 - Market Implied Risk Aversion (Delta): 2.5000
2026-02-08 21:48:32.136 | WARNING  | src.rwaengine.core.engine:run_optimization:62 - No views provided. Fallback to Market Prior.
2026-02-08 21:48:32.136 | INFO     | src.rwaengine.core.engine:run_optimization:85 - Optimizing Portfolio Weights (Max Sharpe)...
2026-02-08 21:48:32.150 | INFO     | src.rwaengine.strategy.factory:get_generator:27 - Initializing Strategy Engine: Mode=ML
2026-02-08 21:48:32.150 | INFO     | src.rwaengine.strategy.generators.ml_predictor:generate_views:64 - Training Linear Regression models for 7 assets...
2026-02-08 21:48:32.183 | SUCCESS  | src.rwaengine.strategy.generators.ml_predictor:generate_views:126 - Generated 0 views from ML models.
2026-02-08 21:48:32.183 | INFO     | src.rwaengine.core.engine:__init__:26 - Computing Covariance Matrix (Ledoit-Wolf)...
2026-02-08 21:48:32.185 | INFO     | src.rwaengine.core.engine:run_optimization:42 - Calculating Market Implied Returns (Prior)...
2026-02-08 21:48:32.185 | INFO     | src.rwaengine.core.engine:run_optimization:52 - Market Implied Risk Aversion (Delta): 2.5000
2026-02-08 21:48:32.185 | WARNING  | src.rwaengine.core.engine:run_optimization:62 - No views provided. Fallback to Market Prior.
2026-02-08 21:48:32.186 | INFO     | src.rwaengine.core.engine:run_optimization:85 - Optimizing Portfolio Weights (Max Sharpe)...
2026-02-08 21:48:32.198 | INFO     | src.rwaengine.strategy.factory:get_generator:27 - Initializing Strategy Engine: Mode=ML
2026-02-08 21:48:32.198 | INFO     | src.rwaengine.strategy.generators.ml_predictor:generate_views:64 - Training Linear Regression models for 7 assets...
2026-02-08 21:48:32.232 | SUCCESS  | src.rwaengine.strategy.generators.ml_predictor:generate_views:126 - Generated 0 views from ML models.
2026-02-08 21:48:32.232 | INFO     | src.rwaengine.core.engine:__init__:26 - Computing Covariance Matrix (Ledoit-Wolf)...
2026-02-08 21:48:32.234 | INFO     | src.rwaengine.core.engine:run_optimization:42 - Calculating Market Implied Returns (Prior)...
2026-02-08 21:48:32.234 | INFO     | src.rwaengine.core.engine:run_optimization:52 - Market Implied Risk Aversion (Delta): 2.5000
2026-02-08 21:48:32.234 | WARNING  | src.rwaengine.core.engine:run_optimization:62 - No views provided. Fallback to Market Prior.
2026-02-08 21:48:32.234 | INFO     | src.rwaengine.core.engine:run_optimization:85 - Optimizing Portfolio Weights (Max Sharpe)...
2026-02-08 21:48:32.246 | INFO     | src.rwaengine.strategy.factory:get_generator:27 - Initializing Strategy Engine: Mode=ML
2026-02-08 21:48:32.246 | INFO     | src.rwaengine.strategy.generators.ml_predictor:generate_views:64 - Training Linear Regression models for 7 assets...
2026-02-08 21:48:32.279 | SUCCESS  | src.rwaengine.strategy.generators.ml_predictor:generate_views:126 - Generated 0 views from ML models.
2026-02-08 21:48:32.279 | INFO     | src.rwaengine.core.engine:__init__:26 - Computing Covariance Matrix (Ledoit-Wolf)...
2026-02-08 21:48:32.281 | INFO     | src.rwaengine.core.engine:run_optimization:42 - Calculating Market Implied Returns (Prior)...
2026-02-08 21:48:32.281 | INFO     | src.rwaengine.core.engine:run_optimization:52 - Market Implied Risk Aversion (Delta): 2.5000
2026-02-08 21:48:32.281 | WARNING  | src.rwaengine.core.engine:run_optimization:62 - No views provided. Fallback to Market Prior.
2026-02-08 21:48:32.281 | INFO     | src.rwaengine.core.engine:run_optimization:85 - Optimizing Portfolio Weights (Max Sharpe)...
2026-02-08 21:48:32.293 | INFO     | src.rwaengine.strategy.factory:get_generator:27 - Initializing Strategy Engine: Mode=ML
2026-02-08 21:48:32.293 | INFO     | src.rwaengine.strategy.generators.ml_predictor:generate_views:64 - Training Linear Regression models for 7 assets...
2026-02-08 21:48:32.326 | SUCCESS  | src.rwaengine.strategy.generators.ml_predictor:generate_views:126 - Generated 0 views from ML models.
2026-02-08 21:48:32.326 | INFO     | src.rwaengine.core.engine:__init__:26 - Computing Covariance Matrix (Ledoit-Wolf)...
2026-02-08 21:48:32.328 | INFO     | src.rwaengine.core.engine:run_optimization:42 - Calculating Market Implied Returns (Prior)...
2026-02-08 21:48:32.328 | INFO     | src.rwaengine.core.engine:run_optimization:52 - Market Implied Risk Aversion (Delta): 2.5000
